text,username,timestamp,message_id,channel_id,stream_id,unique_id,sentiment_a,sentiment_g
ooo a heat shield beam then port?,oghellvis,"2022-06-09 16:06:46,415",75,A,1,75A1,,1
EZ=z masters here NODDERS,jokkerbo,"2022-06-09 16:06:58,037",76,A,1,76A1,,1
Ayoooooo what’s up good morning,zedexi,"2022-06-09 16:07:02,854",77,A,1,77A1,,1
!rp,jokkerbo,"2022-06-09 16:07:08,810",78,A,1,78A1,,0
"= RP Stats = | Current Amount: 14,956 RP || 323 RP has been gained this session. | [Updated 0 secs  ago] (- Powered by TwitchApexStats.com -)",nightbot,"2022-06-09 16:07:09,012",79,A,1,79A1,,0
I was right though,plentybadapples,"2022-06-09 16:07:20,211",80,A,1,80A1,,1
EZ,plentybadapples,"2022-06-09 16:07:24,509",81,A,1,81A1,,1
thank you jamiller22 for the sub! sorry I just saw this,bearded_bruce_willis,"2022-06-09 16:07:36,697",82,A,1,82A1,,1
Chat are we Vibin,zedexi,"2022-06-09 16:07:50,402",83,A,1,83A1,,1
got masters PogChamping,silentcarnivore,"2022-06-09 16:07:50,750",84,A,1,84A1,,1
masters tho,jokkerbo,"2022-06-09 16:07:51,341",85,A,1,85A1,,1
@handwraps_ dick reduction,the_rabid_weasel,"2022-06-09 16:09:46,915",86,A,1,86A1,,0
no pred no bad,defnotzak,"2022-06-09 16:09:55,107",87,A,1,87A1,,1
1400 rp to go,gao_09,"2022-06-09 16:09:59,753",88,A,1,88A1,,1
no predge no bedge,jaybee_345,"2022-06-09 16:10:09,787",89,A,1,89A1,,1
Without that nasty mastiff clutch yesterday you would be D1 still,plentybadapples,"2022-06-09 16:10:12,593",90,A,1,90A1,,0
@the_rabid_weasel I thought he already donated the 12 inches last year.,handwraps_,"2022-06-09 16:10:21,666",91,A,1,91A1,,0
cloakSub cloakWith cloakPrime,sneakybenii,"2022-06-09 16:10:31,398",92,A,1,92A1,,1
cloakTFUE cloakTFUE cloakTFUE,quinnpainter77,"2022-06-09 16:10:37,640",93,A,1,93A1,,1
@handwraps_ still too massive. must be hard. thoughts and prayers.,the_rabid_weasel,"2022-06-09 16:10:42,453",94,A,1,94A1,,0
Set the tone for today,plentybadapples,"2022-06-09 16:10:54,946",95,A,1,95A1,,0
Always hard for sure @the_rabid_weasel,handwraps_,"2022-06-09 16:11:03,957",96,A,1,96A1,,0
grab purple heavy mag?,exscyde,"2022-06-09 16:11:03,993",97,A,1,97A1,,1
PURP  mag up there,pr11me_,"2022-06-09 16:11:06,313",98,A,1,98A1,,1
Purple heavy mag in building you landed in,cowboycalhoun69,"2022-06-09 16:11:20,646",99,A,1,99A1,,1
@plentybadapples ong that clutch was nasty,oghellvis,"2022-06-09 16:12:14,512",100,A,1,100A1,,1
here we go the good all demo protections,dsaley316,"2022-06-09 16:12:19,017",101,A,1,101A1,,1
!pred,redgu4rd,"2022-06-09 16:12:20,656",102,A,1,102A1,,0
"Pred is currently at around 16,450 RP - ApexRanked.com",nightbot,"2022-06-09 16:12:21,220",103,A,1,103A1,,0
clock,fxnjagerbomber,"2022-06-09 16:12:22,750",104,A,1,104A1,,0
ApexChat,nobrain0ctane,"2022-06-09 16:12:27,516",105,A,1,105A1,,0
u sexy tho,haffen96,"2022-06-09 16:12:28,643",106,A,1,106A1,,1
lol yelling purp heavy when he has a 3030,sneakybenii,"2022-06-09 16:12:32,555",107,A,1,107A1,,1
100% no,exscyde,"2022-06-09 16:12:36,494",108,A,1,108A1,,0
wingman should be a care pack weapon fr,xxtykuhnxx,"2022-06-09 16:12:36,615",109,A,1,109A1,,0
woulda won that with the purple mag 100 percent,barepoint,"2022-06-09 16:12:38,179",110,A,1,110A1,,1
"But did you grab the red rocket? No. And that's why you lost.
""
",the_rabid_weasel,"2022-06-09 16:12:38,242",111,A,1,111A1,,-1
Didn’t like that lobby anyway yaknow what I mean needed a reset,zedexi,"2022-06-09 16:12:38,528",112,A,1,112A1,,0
lol absolutely....NOT LMAO,gna5tywiddit,"2022-06-09 16:12:38,679",113,A,1,113A1,,0
yes :),gdtzar,"2022-06-09 16:12:40,865",114,A,1,114A1,,1
i think you did great there,fxnjagerbomber,"2022-06-09 16:12:41,751",115,A,1,115A1,,1
!pred,colonel_stones,"2022-06-09 16:12:43,799",116,A,1,116A1,,0
Yes,handwraps_,"2022-06-09 16:12:45,200",117,A,1,117A1,,1
YEP,redgu4rd,"2022-06-09 16:12:46,051",118,A,1,118A1,,1
Of course,handwraps_,"2022-06-09 16:12:50,449",119,A,1,119A1,,1
Just helping man,cowboycalhoun69,"2022-06-09 16:12:51,785",120,A,1,120A1,,1
YES POGGERS,pr11me_,"2022-06-09 16:12:55,023",121,A,1,121A1,,1
KEKW,pr11me_,"2022-06-09 16:13:04,585",122,A,1,122A1,,1
3/3 oh no,hewheff,"2022-06-09 16:13:04,621",123,A,1,123A1,,-1
@cloakzy the reason you lost is bc you didnt grab the blue sniper stock for the 3030,blades1337,"2022-06-09 16:13:04,621",124,A,1,124A1,,-1
Go back to Ash,handwraps_,"2022-06-09 16:13:04,621",125,A,1,125A1,,-1
ApexChat durrrrr,kingsmang710,"2022-06-09 16:13:05,098",126,A,1,126A1,,-1
hi,xaddygames,"2022-06-09 16:13:05,825",127,A,1,127A1,,1
cloakPotato cloakPotato cloakPotato,quinnpainter77,"2022-06-09 16:13:06,942",128,A,1,128A1,,1
you got pooped on on the roof LUL,fourautumnleaf,"2022-06-09 16:13:08,381",129,A,1,129A1,,-1
Maybe a little Drypto,handwraps_,"2022-06-09 16:13:12,428",130,A,1,130A1,,0
thats how its been,hewheff,"2022-06-09 16:13:15,442",131,A,1,131A1,,0
cloakTFUE cloakPotato cloak20,quinnpainter77,"2022-06-09 16:13:18,923",132,A,1,132A1,,1
pred!,colonel_stones,"2022-06-09 16:13:20,757",133,A,1,133A1,,0
@kingsmang710 still no where near as bad as fortnut  chat,barepoint,"2022-06-09 16:13:29,675",134,A,1,134A1,,-1
how many days are you staying in the hospital for the surgery?,i7amanyq8,"2022-06-09 16:13:30,419",135,A,1,135A1,,0
nick got dumped on too,fxnjagerbomber,"2022-06-09 16:13:35,204",136,A,1,136A1,,-1
Chat we feelin Drypto Clock or nah right now? 🧐,handwraps_,"2022-06-09 16:13:43,602",137,A,1,137A1,,0
ApexChat,fxnjagerbomber,"2022-06-09 16:13:49,438",138,A,1,138A1,,0
ye is da goat no cap,conduktoflex,"2022-06-09 16:13:55,685",139,A,1,139A1,,0
"Anyone else call the Wingman, Wingstop? Or is it just me because I'm a fatass..
""
",bonskie_,"2022-06-09 16:14:15,960",140,A,1,140A1,,0
masters!,jasonly,"2022-06-09 16:14:17,292",141,A,1,141A1,,1
whatca eating,hewheff,"2022-06-09 16:14:17,907",142,A,1,142A1,,0
IRL stream KEKW,fxnjagerbomber,"2022-06-09 16:14:31,643",143,A,1,143A1,,1
buy a steamdeck so you can play in the hospital,oghellvis,"2022-06-09 16:14:35,211",144,A,1,144A1,,0
cloakSpin cloakSpin cloakSpin,anthonyberg12,"2022-06-09 16:14:44,781",145,A,1,145A1,,1
Surgery stream monksS,redgu4rd,"2022-06-09 16:14:45,979",146,A,1,146A1,,0
you should do a fishing steam with Turner one day,barepoint,"2022-06-09 16:14:48,285",147,A,1,147A1,,1
i missed it. when is the surgeyr,problymfm,"2022-06-09 16:14:53,026",148,A,1,148A1,,0
glad to see you are feeling somewhat better Clocky,minercruz,"2022-06-09 16:15:00,879",149,A,1,149A1,,1
cloakWave cloakWave cloakWave cloakWave cloakWave,anthonyberg12,"2022-06-09 16:15:05,420",150,A,1,150A1,,1
NonbinaryPride,noryager666,"2022-06-09 16:15:20,066",151,A,1,151A1,,1
Missed the streams but health is number 1,minercruz,"2022-06-09 16:15:26,776",152,A,1,152A1,,1
cool lightsaber in the corner bro,b_henz,"2022-06-09 16:15:29,177",153,A,1,153A1,,1
cloakPotato cloakPotato cloakPotato,quinnpainter77,"2022-06-09 16:15:42,019",154,A,1,154A1,,1
Love this song,noryager666,"2022-06-09 16:15:45,152",155,A,1,155A1,,1
😭,noryager666,"2022-06-09 16:15:50,579",156,A,1,156A1,,0
cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato cloakPotato,quinnpainter77,"2022-06-09 16:15:55,699",157,A,1,157A1,,1
modCheck wadder,nobrain0ctane,"2022-06-09 16:16:01,843",158,A,1,158A1,,0
Wuddur,zedexi,"2022-06-09 16:16:02,458",159,A,1,159A1,,0
goCloak,shelbyleighhh,"2022-06-09 16:16:06,104",160,A,1,160A1,,1
wooder,andresbol1,"2022-06-09 16:16:06,180",161,A,1,161A1,,0
Go drink your wudda,bossmann98,"2022-06-09 16:16:19,968",162,A,1,162A1,,-1
LFG,jnyce9,"2022-06-09 16:16:23,353",163,A,1,163A1,,1
wudder,pr11me_,"2022-06-09 16:16:41,386",164,A,1,164A1,,0
farm spiders?,exscyde,"2022-06-09 16:16:54,170",165,A,1,165A1,,0
purpleshieldupmnfer,b_henz,"2022-06-09 16:17:05,640",166,A,1,166A1,,0
Do wingading,zedexi,"2022-06-09 16:17:16,699",167,A,1,167A1,,0
Watching him play apex looks so fun and easy but when I play I get bodied before the first circle 😔,carly13,"2022-06-09 16:17:48,750",168,A,1,168A1,,0
!wingman,sheeeeshhhh,"2022-06-09 16:17:51,515",169,A,1,169A1,,0
cloak has missed 768 wingman shots,nightbot,"2022-06-09 16:17:52,335",170,A,1,170A1,,0
below,pr11me_,"2022-06-09 16:18:35,342",171,A,1,171A1,,0
up,chiefpatsalbinonuts,"2022-06-09 16:19:07,907",172,A,1,172A1,,0
!monitor,just_truitt,"2022-06-09 16:19:34,060",173,A,1,173A1,,0
ASUS TUF Gaming VG259QM  https://www.amazon.com/ASUS-VG279QM-Compatible-DisplayHDR-DisplayPort/dp/B0876KP2CK/,nightbot,"2022-06-09 16:19:34,376",174,A,1,174A1,,0
Pause,mrsneezydelux,"2022-06-09 16:24:03,848",175,A,1,175A1,,0
monkaEyes,tobyduck,"2022-06-09 16:24:04,462",176,A,1,176A1,,0
look at that eye LUL,deathandtaxes7,"2022-06-09 16:24:07,534",177,A,1,177A1,,1
cloakPotato cloakPotato cloakPotato cloakTFUE cloakTFUE cloakTFUE cloak20 cloak20 cloak20,quinnpainter77,"2022-06-09 16:24:52,076",178,A,1,178A1,,1
cloakPotato cloakPotato cloakPotato,quinnpainter77,"2022-06-09 16:25:01,190",179,A,1,179A1,,1
this gun combo is ass peepoRun,lil_esty,"2022-06-09 16:25:36,201",180,A,1,180A1,,-1
@lil_esty LUL LUL LUL,shaggeeyy,"2022-06-09 16:26:52,195",181,A,1,181A1,,1
EZ Clap,silentcarnivore,"2022-06-09 16:27:27,304",182,A,1,182A1,,1
