text,username,timestamp,message_id,channel_id,stream_id,unique_id,sentiment_a,sentiment_g
Hoi MJ <3 Happy Friday!,theharmpo,"2022-06-10 08:12:15,036",109,B,1,109B1,,1
"Didn't really think they would be your initials. Wasn't trying to find out personal info about you. Sorry for the question
""
",carlos_sferreira,"2022-06-10 08:12:17,994",110,B,1,110B1,,0
"@mommabear0423 ""awew thank you""",emerald__arrows,"2022-06-10 08:12:18,778",111,B,1,111B1,,1
no hes #59,freebah,"2022-06-10 08:12:19,407",112,B,1,112B1,,0
PizzaTime this does not belong together,bella546783,"2022-06-10 08:12:20,774",113,B,1,113B1,,-1
You can have a dock but don’t be a dick LOL,anryking,"2022-06-10 08:12:24,268",114,B,1,114B1,,0
Das a lot of inches!! dippedinWOW,sparrocat,"2022-06-10 08:12:24,303",115,B,1,115B1,,1
"The newest horror game from Supermassive.  They did Until Dawn - They're like interactive horror movies, where you can determine the outcome.",nohvah00,"2022-06-10 08:12:24,303",116,B,1,116B1,,0
59 inches? Pretty big tbh Kappa,thekillerbacon10,"2022-06-10 08:12:24,471",117,B,1,117B1,,1
Happy Friday,impasta_drip5629,"2022-06-10 08:12:24,997",118,B,1,118B1,,1
9 inches is too big,obiwanjakobi_,"2022-06-10 08:12:28,560",119,B,1,119B1,,0
DO YOU PLAY ROCKET LEAGUE?,anryking,"2022-06-10 08:12:35,887",120,B,1,120B1,,0
"I always love hanging in here, it's always so chill and a little chaotic. I love it.
""
",amethystmoon101,"2022-06-10 08:12:39,982",121,B,1,121B1,,1
"hes 6'3 in the pokedex
""
",freebah,"2022-06-10 08:12:40,237",122,B,1,122B1,,0
ahahahah,esnueil,"2022-06-10 08:12:42,101",123,B,1,123B1,,1
anryking no,beccabeckery,"2022-06-10 08:12:46,501",124,B,1,124B1,,-1
"I love the makeup today. Well, everyday, really.",iridescentr0se,"2022-06-10 08:12:49,600",125,B,1,125B1,,1
we love dippedinBRAINCELL,fisheeprice,"2022-06-10 08:12:49,969",126,B,1,126B1,,1
!pokecatch,frolicchris,"2022-06-10 08:12:51,561",127,B,1,127B1,,0
"6'3 O_O omg
""
",esnueil,"2022-06-10 08:12:57,218",128,B,1,128B1,,1
"you're an angel <3
""
",madiduvernay,"2022-06-10 08:13:07,162",129,B,1,129B1,,1
"In height, he's ridable ins some games
""
",skytutuwu,"2022-06-10 08:13:08,550",130,B,1,130B1,,0
"It's taller than me for sure LUL
""
",amethystmoon101,"2022-06-10 08:13:10,900",131,B,1,131B1,,1
DO YOU PLAY ROBLOX?,anryking,"2022-06-10 08:13:11,431",132,B,1,132B1,,0
Madi!! <3,beccabeckery,"2022-06-10 08:13:12,454",133,B,1,133B1,,1
i am amazed by ur eyeliner,hpsimsa1,"2022-06-10 08:13:12,846",134,B,1,134B1,,1
!BIPOLOT,qra2115,"2022-06-10 08:13:13,415",135,B,1,135B1,,0
"hey, Madi!",jonlevir,"2022-06-10 08:13:13,913",136,B,1,136B1,,1
!so MadiDuVernay,beccabeckery,"2022-06-10 08:13:14,962",137,B,1,137B1,,1
"You've pledged your loyalty to me, now go forth to MadiDuVernay's channel and give them a follow. https://twitch.tv/madiduvernay
""
",streamelements,"2022-06-10 08:13:15,614",138,B,1,138B1,,0
@anryking no,jonlevir,"2022-06-10 08:13:18,232",139,B,1,139B1,,-1
MADI,fisheeprice,"2022-06-10 08:13:18,279",140,B,1,140B1,,1
Hoi Madi!,theharmpo,"2022-06-10 08:13:18,711",141,B,1,141B1,,1
MADI!! dippedinLOVE,thekillerbacon10,"2022-06-10 08:13:23,044",142,B,1,142B1,,1
"Madi, omg hello, hi  -puts afro behind ear- big fan",esnueil,"2022-06-10 08:13:23,709",143,B,1,143B1,,1
HI MADI,divdoesthings,"2022-06-10 08:13:24,925",144,B,1,144B1,,1
Hi hi Madi!,amethystmoon101,"2022-06-10 08:13:25,488",145,B,1,145B1,,1
How do they fit into that smol ball tho,obiwanjakobi_,"2022-06-10 08:13:25,930",146,B,1,146B1,,0
Arcanine is basically Smol Horse sized,skytutuwu,"2022-06-10 08:13:26,262",147,B,1,147B1,,0
omg we love madi,badwitchluna,"2022-06-10 08:13:28,124",148,B,1,148B1,,1
"The newest horror game from Supermassive. They did Until Dawn - They're like interactive horror movies, where you can determine the outcome.
""
",nohvah00,"2022-06-10 08:13:33,234",149,B,1,149B1,,0
"i've been having shitty tonsillitis al week and i'm craving for a beer should i???
""
",sincerelycharl,"2022-06-10 08:13:33,792",150,B,1,150B1,,-1
and 341.7 lbs,carlos_sferreira,"2022-06-10 08:13:34,054",151,B,1,151B1,,0
"Wait, so Arcanine is the same size as me? holy",baysidetaco,"2022-06-10 08:13:34,126",152,B,1,152B1,,1
magic pokeballs,fisheeprice,"2022-06-10 08:13:38,776",153,B,1,153B1,,0
"arcanine is 1.9 meters , arcanine is a big boi",ddaabiii,"2022-06-10 08:13:40,247",154,B,1,154B1,,1
"mom heard you tell everyone to be on their best behavior and she went ""no bad words""",emerald__arrows,"2022-06-10 08:13:40,669",155,B,1,155B1,,1
!delay,jonlevir,"2022-06-10 08:13:41,784",156,B,1,156B1,,0
"ACTION 𝑯𝒊 𝒉𝒆𝒍𝒍𝒐! We're a chatty bunch so we tend to get a little behind on chat. Settle in, enjoy the conversation, and we'll get to you dippedinLOVE
""
",streamelements,"2022-06-10 08:13:42,004",157,B,1,157B1,,0
I love your headphones <3,penta_grimm,"2022-06-10 08:13:42,210",158,B,1,158B1,,1
"hello, all you beautiful people dippedinLOVEIT",madiduvernay,"2022-06-10 08:13:43,916",159,B,1,159B1,,1
!horns,beccabeckery,"2022-06-10 08:13:47,282",160,B,1,160B1,,0
So you like the horns on my headset? Well guess what our community member SI3DPrinting made these for me and can make something for you as well. Check them out at - www.si3d.ca,streamelements,"2022-06-10 08:13:47,510",161,B,1,161B1,,0
hehehe <3,esnueil,"2022-06-10 08:13:48,896",162,B,1,162B1,,1
DO YOU PLAY ROBLOX?,anryking,"2022-06-10 08:13:51,550",163,B,1,163B1,,0
"“Bad time for a troll to come through” *sit com music* *cheering* *troll comes in* “honey, im traaaash”",drachenwaffles,"2022-06-10 08:13:52,953",164,B,1,164B1,,0
WHAT THE FUCK ARE UI TSLKING ABT,boomerbugs,"2022-06-10 08:14:05,679",165,B,1,165B1,,-1
gm @MadiDuVernay,khmerrabbit,"2022-06-10 08:14:11,141",166,B,1,166B1,,1
"If I genuinely believe that you are a child, you are getting banned <3",beccabeckery,"2022-06-10 08:14:11,221",167,B,1,167B1,,0
Fun Fact,ghxstyarcade,"2022-06-10 08:14:15,886",168,B,1,168B1,,1
"Use your ears, you'll figure it out @BoomerBugs
""
",jonlevir,"2022-06-10 08:14:20,830",169,B,1,169B1,,-1
hi,sheluvsmarrr,"2022-06-10 08:14:23,009",170,B,1,170B1,,1
hi mj ily hope you are well :),rcstablesteven,"2022-06-10 08:14:23,874",171,B,1,171B1,,1
sonata7Modlove hyzModLove ModLove,kaybruh,"2022-06-10 08:14:27,204",172,B,1,172B1,,1
Heya Steven!,theharmpo,"2022-06-10 08:14:30,714",173,B,1,173B1,,1
Arcanine is as tall as Idris Elba and Terry Crews,skytutuwu,"2022-06-10 08:14:35,132",174,B,1,174B1,,0
hey Harm!,jonlevir,"2022-06-10 08:14:37,244",175,B,1,175B1,,1
"@jonlevir MB'
""
",boomerbugs,"2022-06-10 08:14:41,667",176,B,1,176B1,,1
Hoi Jon!,theharmpo,"2022-06-10 08:14:42,882",177,B,1,177B1,,1
hi harm! <3,rcstablesteven,"2022-06-10 08:14:44,639",178,B,1,178B1,,1
wsp,sheluvsmarrr,"2022-06-10 08:14:46,672",179,B,1,179B1,,1
moms hit different,fisheeprice,"2022-06-10 08:14:49,393",180,B,1,180B1,,0
fill the silence? put up a poll :),frolicchris,"2022-06-10 08:14:54,106",181,B,1,181B1,,1
Hiiii Poison cutie,pinkdemonqueenvr,"2022-06-10 08:14:54,771",182,B,1,182B1,,1
moms Kreygasm,rcstablesteven,"2022-06-10 08:14:57,856",183,B,1,183B1,,1
tell us a cute story about your mom,kellytheslayer,"2022-06-10 08:15:00,443",184,B,1,184B1,,0
Fill the silence with wholesome gay,sparrocat,"2022-06-10 08:15:05,389",185,B,1,185B1,,1
anyone see the sky lately??? looks good,commanderluthor,"2022-06-10 08:15:12,118",186,B,1,186B1,,1
@kellytheslayer this,rararlo,"2022-06-10 08:15:18,434",187,B,1,187B1,,0
!merch,plurmaidpr_,"2022-06-10 08:15:20,807",188,B,1,188B1,,0
shop.dippedinpoison.tv,streamelements,"2022-06-10 08:15:20,984",189,B,1,189B1,,0
"hi luthor, I'm right here
""
",skytutuwu,"2022-06-10 08:15:26,915",190,B,1,190B1,,1
yea! hi,kellytheslayer,"2022-06-10 08:15:28,702",191,B,1,191B1,,1
dippedinHI,mkythprnc,"2022-06-10 08:15:32,818",192,B,1,192B1,,1
"Bruh, today I got an anonymous message in uni with some... spicy things, now I want to know WHO THE FUCK WAS IT?",thekillerbacon10,"2022-06-10 08:15:33,964",193,B,1,193B1,,0
@commanderluthor kansas sky is bussin this time of year,rcstablesteven,"2022-06-10 08:15:34,724",194,B,1,194B1,,0
@skytutuwu omg hi!,commanderluthor,"2022-06-10 08:15:36,539",195,B,1,195B1,,1
-gets tea and settles into the cozy-,esnueil,"2022-06-10 08:15:38,155",196,B,1,196B1,,1
LUL LUL,khmerrabbit,"2022-06-10 08:15:39,116",197,B,1,197B1,,1
"so it absorbs the Pokémon,",ddaabiii,"2022-06-10 08:15:40,318",198,B,1,198B1,,0
poll.  pineapple on pizza yes no maybe,frolicchris,"2022-06-10 08:15:41,740",199,B,1,199B1,,0
how dose one not sware every 60 sec?,hpsimsa1,"2022-06-10 08:15:43,739",200,B,1,200B1,,0
or like your fav thing about her,kellytheslayer,"2022-06-10 08:15:45,086",201,B,1,201B1,,0
How do you deal with the world,obiwanjakobi_,"2022-06-10 08:15:46,622",202,B,1,202B1,,0
"my bf bought me warhammer for an anniversary gift and ive just been sat here vibing and building them, 10/10 recommend",badwitchluna,"2022-06-10 08:15:46,730",203,B,1,203B1,,1
the time they would have food and water fights,emerald__arrows,"2022-06-10 08:15:50,391",204,B,1,204B1,,0
What are we talking about today?,mkythprnc,"2022-06-10 08:15:50,756",205,B,1,205B1,,0
"plant story! I planted old dahlia seeds, thinking they might not sprout. got marigolds to fill the pot instead. looks like I'm getting dahlias anyway too dippedinCULT dippedinCULT
""
",fisheeprice,"2022-06-10 08:16:05,332",206,B,1,206B1,,1
wait that is beautiful,kellytheslayer,"2022-06-10 08:16:18,508",207,B,1,207B1,,1
MY MOM USED TO COLLECT FLOWERS TOO AAAAAAAA,divdoesthings,"2022-06-10 08:16:18,696",208,B,1,208B1,,1
yea,emerald__arrows,"2022-06-10 08:16:22,399",209,B,1,209B1,,1
the wings? where? how much? pls...,hpsimsa1,"2022-06-10 08:16:45,448",210,B,1,210B1,,0
@badwitchluna which faction? :),fisheeprice,"2022-06-10 08:16:46,806",211,B,1,211B1,,1
My mom gets me black roses every Halloween,ashleyyynicoleeeeeee,"2022-06-10 08:16:59,046",212,B,1,212B1,,1
LMA,rcstablesteven,"2022-06-10 08:16:59,740",213,B,1,213B1,,1
my heart <3,esnueil,"2022-06-10 08:17:02,167",214,B,1,214B1,,1
O,rcstablesteven,"2022-06-10 08:17:02,507",215,B,1,215B1,,1
Enjoy the poll,beccabeckery,"2022-06-10 08:17:04,109",216,B,1,216B1,,1
thats amazing omg,mephistohere,"2022-06-10 08:17:04,145",217,B,1,217B1,,1
That is the sweetest thing ever,tinyvalkyr,"2022-06-10 08:17:05,340",218,B,1,218B1,,1
we are turning this into a wholesome strim,kellytheslayer,"2022-06-10 08:17:11,581",219,B,1,219B1,,1
@fisheeprice uhhh im not sure but its the battle sisters! <3,badwitchluna,"2022-06-10 08:17:13,694",220,B,1,220B1,,1
that’s so cute 🥺🥺,commanderluthor,"2022-06-10 08:17:19,677",221,B,1,221B1,,1
"Oh, so thats why you're not talking that much LMAO
""
",thekillerbacon10,"2022-06-10 08:17:20,131",222,B,1,222B1,,0
goals goals goals,rcstablesteven,"2022-06-10 08:17:20,220",223,B,1,223B1,,1
"@kellytheslayer wdym, we've always been that way
""
",theharmpo,"2022-06-10 08:17:24,751",224,B,1,224B1,,1
"I think it was orange soda and not food. I remember coming home from school and being like ""ok guys what happened here""",emerald__arrows,"2022-06-10 08:17:27,009",225,B,1,225B1,,0
Can we get Cas time?,baysidetaco,"2022-06-10 08:17:28,798",226,B,1,226B1,,0
@badwitchluna Sisters of Battle are my aesthetic,fisheeprice,"2022-06-10 08:17:34,467",227,B,1,227B1,,1
"when I lived in Chennai every morning we had to wear the jasmine flowers in our hair as little girls, and my mom and grandma loved the smell of the jasmine that grew outside our apartment so at the end of the day after our temple visit or anything else, she would take the jasmine and put it in her flower collection book to dry 🥰",divdoesthings,"2022-06-10 08:17:36,413",228,B,1,228B1,,1
i love your makeup today!,zombieesarah,"2022-06-10 08:17:45,424",229,B,1,229B1,,1
nkoDrunk,sc2tryhard,"2022-06-10 08:17:53,615",230,B,1,230B1,,1
@fisheeprice I love! ive kinda hyperfixated on it and built like 5 of them in the last few hours ahaha,badwitchluna,"2022-06-10 08:17:59,146",231,B,1,231B1,,1
"I would be nothing without my mom's love and guidance
""
",ashleyyynicoleeeeeee,"2022-06-10 08:18:10,817",232,B,1,232B1,,1
@badwitchluna I hope you continue to enjoy them!! dippedinLOVE,fisheeprice,"2022-06-10 08:18:25,564",233,B,1,233B1,,1
LUL,kellytheslayer,"2022-06-10 08:18:47,582",234,B,1,234B1,,1
"That was the best time. at the time I didn't know it but I loved you living with me and it just felt great. core memories made
""
",emerald__arrows,"2022-06-10 08:18:48,383",235,B,1,235B1,,1
LMAOO,beccabeckery,"2022-06-10 08:19:01,609",236,B,1,236B1,,1
LUL,tsarynadaeyra,"2022-06-10 08:19:05,237",237,B,1,237B1,,1
what a beast,rcstablesteven,"2022-06-10 08:19:06,422",238,B,1,238B1,,0
I saw mommy kissing santa claus has a whole new meaning now.,frolicchris,"2022-06-10 08:19:12,975",239,B,1,239B1,,0
LUL LUL LUL LUL,plurmaidpr_,"2022-06-10 08:19:13,010",240,B,1,240B1,,1
kdlsjflksdjf ;----; awwwww <3,esnueil,"2022-06-10 08:19:13,010",241,B,1,241B1,,1
potastAww,chrya,"2022-06-10 08:19:13,052",242,B,1,242B1,,1
i love that for you guys VirtualHug VirtualHug VirtualHug,khmerrabbit,"2022-06-10 08:19:23,112",243,B,1,243B1,,1
aww,benzkun330,"2022-06-10 08:19:24,128",244,B,1,244B1,,1
@emerald__arrows I still remember meals and snacks at the door,jonlevir,"2022-06-10 08:19:35,810",245,B,1,245B1,,0
"Santa is a 5'4"" Indian woman, I love it pixHaha pixHearts",tsarynadaeyra,"2022-06-10 08:19:38,937",246,B,1,246B1,,1
teamliquidCry teamliquidCry my heart,kellytheslayer,"2022-06-10 08:19:40,842",247,B,1,247B1,,1
@jonlevir omg yes. the best times,emerald__arrows,"2022-06-10 08:19:55,984",248,B,1,248B1,,1
me baby nkoPLS,sc2tryhard,"2022-06-10 08:20:10,767",249,B,1,249B1,,1
Forgive me father for I have sinned,itsjojo101,"2022-06-10 08:20:15,644",250,B,1,250B1,,-1
"Poison Mom is here, Jojo",jonlevir,"2022-06-10 08:20:23,119",251,B,1,251B1,,1
@jonlevir were you there for the baby raccoon,emerald__arrows,"2022-06-10 08:20:29,161",252,B,1,252B1,,0
nice meeting you have a great rest of your stream frolic4LOVE frolic4LOVE frolic4LOVE frolic4LOVE frolic4Llamadance frolic4Llamadance frolic4Llamadance,frolicchris,"2022-06-10 08:20:31,125",253,B,1,253B1,,1
Greetings and salutations.,agamotto1313,"2022-06-10 08:20:34,179",254,B,1,254B1,,1
Yes! @emerald__arrows,jonlevir,"2022-06-10 08:20:34,216",255,B,1,255B1,,1
me ko-neko nkoPLS,sc2tryhard,"2022-06-10 08:20:35,297",256,B,1,256B1,,1
What is heterochromia,obiwanjakobi_,"2022-06-10 08:20:39,687",257,B,1,257B1,,0
"well you have a room at our house, with a private bathroom hmmmmm",emerald__arrows,"2022-06-10 08:20:50,531",258,B,1,258B1,,0
obiwanjakobi_ different coloured eyes,beccabeckery,"2022-06-10 08:20:56,179",259,B,1,259B1,,0
Ohhhhhhhh that is very cool,obiwanjakobi_,"2022-06-10 08:21:05,617",260,B,1,260B1,,1
and a stream room,emerald__arrows,"2022-06-10 08:21:05,790",261,B,1,261B1,,0
