date,sentiment,topic,sentiment_avg
2020-07-12,-0.524693284,JUST CHATTING,-0.758865204
2020-07-15,-0.921076761,JUST CHATTING,-0.791238197
2020-07-16,-0.713229906,JUST CHATTING,-0.766927341
2020-07-17,-0.65714439,JUST CHATTING,-0.739759418
2020-07-18,-0.809085139,JUST CHATTING,-0.750059414
2020-07-19,-0.583101106,JUST CHATTING,-0.73080947
2020-07-22,-0.613986636,JUST CHATTING,-0.725453128
2020-07-23,-0.736125682,JUST CHATTING,-0.72635753
2020-07-24,-0.689499131,JUST CHATTING,-0.719552314
2020-07-25,-0.990392329,JUST CHATTING,-0.723833436
2020-07-26,-0.676440895,JUST CHATTING,-0.739008197
2020-07-29,-0.939488913,JUST CHATTING,-0.740849413
2020-07-30,-0.586978775,JUST CHATTING,-0.7282243
2020-08-01,-0.885784282,JUST CHATTING,-0.751088289
2020-08-02,-0.759992093,JUST CHATTING,-0.746178984
2020-08-03,-0.526276684,JUST CHATTING,-0.740496542
2020-08-06,-0.589396346,JUST CHATTING,-0.738037513
2020-08-07,-0.922954111,JUST CHATTING,-0.756720356
2020-08-08,-0.66701362,JUST CHATTING,-0.754471805
2020-08-09,-0.551609187,JUST CHATTING,-0.71059349
2020-08-09,-0.542882064,JUST CHATTING,-0.697237607
2020-08-12,-0.757403243,JUST CHATTING,-0.67902904
2020-08-13,-0.736850956,JUST CHATTING,-0.694016258
2020-08-14,-0.920308545,JUST CHATTING,-0.697468685
2020-08-15,-0.549450817,JUST CHATTING,-0.676414557
2020-08-16,-0.895502579,JUST CHATTING,-0.713337147
2020-08-19,-0.546943652,JUST CHATTING,-0.709091877
2020-08-20,-0.669905438,JUST CHATTING,-0.68378701
2020-08-21,-0.62263619,JUST CHATTING,-0.679349267
2020-08-22,-0.898458787,JUST CHATTING,-0.714034227
2020-08-23,-0.731365416,JUST CHATTING,-0.732882562
2020-08-26,-0.703150938,JUST CHATTING,-0.727457332
2020-08-27,-0.607248541,JUST CHATTING,-0.71449709
2020-08-28,-0.722039091,JUST CHATTING,-0.694670145
2020-08-29,-0.504370259,JUST CHATTING,-0.690162089
2020-08-30,-0.615521268,JUST CHATTING,-0.662163958
2020-08-31,-0.638107923,MINECRAFT,-0.671280385
2020-09-01,-0.441609262,MINECRAFT,-0.648450768
2020-09-02,-0.641715094,MINECRAFT,-0.650358658
2020-09-03,-0.350762473,MINECRAFT,-0.595589027
2020-09-04,-0.111095304,MINECRAFT,-0.533562015
2020-09-05,-0.137290724,MINECRAFT,-0.476975994
2020-09-06,-0.285624775,MINECRAFT,-0.444813617
2020-09-07,-0.462488694,MINECRAFT,-0.418858578
2020-09-08,-0.239921955,MINECRAFT,-0.392413747
2020-09-09,-0.534383636,MINECRAFT,-0.384299984
2020-09-10,-0.288796336,MINECRAFT,-0.349368825
2020-09-11,-0.435969296,MINECRAFT,-0.348804829
2020-09-12,-0.271072856,MINECRAFT,-0.311740605
2020-09-13,-0.100306266,MINECRAFT,-0.286694984
2020-09-14,-0.373869791,MINECRAFT,-0.312972433
2020-09-15,-0.608585356,MINECRAFT,-0.360101896
2020-09-16,-0.372533393,MINECRAFT,-0.368792758
2020-09-17,-0.504990652,MINECRAFT,-0.373042954
2020-09-18,-0.423931726,MINECRAFT,-0.391443931
2020-09-19,-0.521517357,MINECRAFT,-0.390157303
2020-09-20,-0.516147728,MINECRAFT,-0.412892442
2020-09-21,-0.392556028,MINECRAFT,-0.408551115
2020-09-22,-0.137106907,MINECRAFT,-0.39515452
2020-09-23,-0.180541809,MINECRAFT,-0.403178075
2020-09-24,-0.231139503,MINECRAFT,-0.388905046
2020-09-25,-0.373235651,MINECRAFT,-0.365370075
2020-09-26,-0.44800715,MINECRAFT,-0.372917451
2020-09-27,-0.35838893,MINECRAFT,-0.358257279
2020-09-28,-0.282250292,MINECRAFT,-0.344089135
2020-09-29,-0.187333938,MINECRAFT,-0.310670794
2020-09-30,-0.181944634,MINECRAFT,-0.277250484
2020-10-01,-0.180675622,MINECRAFT,-0.256062444
2020-10-02,-0.241757506,MINECRAFT,-0.266527503
2020-10-03,-0.404816345,MINECRAFT,-0.288954957
2020-10-04,-0.256728605,MINECRAFT,-0.291513867
2020-10-05,-0.265706383,MINECRAFT,-0.28076094
2020-10-06,-0.604431096,MINECRAFT,-0.296403335
2020-10-07,-0.155940558,MINECRAFT,-0.276158498
2020-10-08,-0.275891416,MINECRAFT,-0.27552261
2020-10-09,-0.500307593,MINECRAFT,-0.306819976
2020-10-10,-0.198145445,MINECRAFT,-0.308440057
2020-10-11,-0.486498348,MINECRAFT,-0.339022329
2020-10-12,-0.470603608,MINECRAFT,-0.36190694
2020-10-13,-0.132031518,MINECRAFT,-0.334628457
2020-10-14,-0.204556741,MINECRAFT,-0.329411271
2020-10-15,-0.689311449,MINECRAFT,-0.371771777
2020-10-16,-0.552478201,MINECRAFT,-0.366576488
2020-10-17,-0.43796503,MINECRAFT,-0.394778935
2020-10-18,-0.380452354,MINECRAFT,-0.405235029
2020-10-19,-0.521503806,MINECRAFT,-0.40735465
2020-10-20,-0.594330628,MINECRAFT,-0.446973168
2020-10-21,-0.45374933,MINECRAFT,-0.443698267
2020-10-22,-0.493089766,MINECRAFT,-0.445946883
2020-10-23,-0.526966335,MINECRAFT,-0.485440364
2020-10-24,-0.292047868,MINECRAFT,-0.494189477
2020-10-25,-0.201482655,MINECRAFT,-0.445406597
2020-10-26,-0.400895264,MINECRAFT,-0.430248304
2020-10-27,-0.646559937,MINECRAFT,-0.451107794
2020-10-28,-0.370284879,MINECRAFT,-0.450091047
2020-10-29,-0.485116527,MINECRAFT,-0.446452319
2020-10-30,-0.293371818,MINECRAFT,-0.416356438
2020-10-31,-0.109016224,MINECRAFT,-0.381883127
2020-11-01,-0.627375494,MINECRAFT,-0.3953117
2020-11-02,-0.276287461,MINECRAFT,-0.370243813
2020-11-03,-0.169241243,MINECRAFT,-0.35796315
2020-11-04,-0.161573338,MINECRAFT,-0.353972218
2020-11-05,-0.209440071,MINECRAFT,-0.334826699
2020-11-06,-0.52086898,MINECRAFT,-0.322257603
2020-11-07,-0.155467613,MINECRAFT,-0.300775877
2020-11-08,-0.171876347,MINECRAFT,-0.269451859
2020-11-09,-0.556029029,MINECRAFT,-0.29571758
2020-11-10,-0.697618504,MINECRAFT,-0.354577808
2020-11-11,-0.583736982,MINECRAFT,-0.350213957
2020-11-12,-0.405147618,MINECRAFT,-0.363099972
2020-11-13,-0.277486362,MINECRAFT,-0.373924484
2020-11-14,-0.501256534,MINECRAFT,-0.407892804
2020-11-15,-0.329940936,MINECRAFT,-0.41994289
2020-11-16,-0.579611085,MINECRAFT,-0.425817101
2020-11-17,-0.143573322,MINECRAFT,-0.424627672
2020-11-18,-0.316585943,MINECRAFT,-0.439098631
2020-11-19,-0.393868834,MINECRAFT,-0.422882612
2020-11-20,-0.343878641,MINECRAFT,-0.387508626
2020-11-21,-0.107222388,MINECRAFT,-0.339857166
2020-11-22,-0.587048004,MINECRAFT,-0.358047205
2020-11-23,-0.185833288,MINECRAFT,-0.348881897
2020-11-24,-0.121675281,MINECRAFT,-0.310923772
2020-11-25,-0.220336144,MINECRAFT,-0.299963293
2020-11-26,-0.13335062,MINECRAFT,-0.255337247
2020-11-27,-0.390779934,MINECRAFT,-0.280057908
2020-11-28,-0.345083612,MINECRAFT,-0.282907675
2020-11-29,-0.657335595,MINECRAFT,-0.309254351
2020-11-30,-0.612835658,MINECRAFT,-0.336150052
2020-12-01,-0.451749971,MINECRAFT,-0.370602811
2020-12-02,-0.451810839,MINECRAFT,-0.357079094
2020-12-03,-0.593586091,MINECRAFT,-0.397854375
2020-12-04,-0.407992271,MINECRAFT,-0.426486074
2020-12-05,-0.623604956,MINECRAFT,-0.466812955
2020-12-06,-0.573525118,MINECRAFT,-0.510830404
2020-12-07,-0.41925573,MINECRAFT,-0.513677984
2020-12-08,-0.659809133,MINECRAFT,-0.545150536
2020-12-09,-0.11065938,MINECRAFT,-0.490482915
2020-12-10,-0.611651771,MINECRAFT,-0.490364526
2020-12-11,-0.699365164,MINECRAFT,-0.515126045
2020-12-12,-0.174195733,MINECRAFT,-0.487364535
2020-12-13,-0.53803323,MINECRAFT,-0.481809249
2020-12-14,-0.129698537,MINECRAFT,-0.453979875
2020-12-15,-0.028662292,POLITICS,-0.394485609
2020-12-16,0.219664584,POLITICS,-0.315166639
2020-12-17,0.105100771,POLITICS,-0.262730989
2020-12-18,-0.305476016,POLITICS,-0.227297677
2020-12-19,-0.385553274,POLITICS,-0.254787066
2020-12-20,0.152897134,POLITICS,-0.178332176
2020-12-21,-0.3747864,POLITICS,-0.145874299
2020-12-22,0.253451856,POLITICS,-0.10310954
2020-12-23,-0.100994478,POLITICS,-0.059405665
2020-12-24,-0.400332991,POLITICS,-0.086469111
2020-12-25,0.194818468,POLITICS,-0.064121035
2020-12-26,-0.081381114,POLITICS,-0.094225604
2020-12-27,0.290326521,POLITICS,-0.075703029
2020-12-28,0.078528978,POLITICS,-0.03730253
2020-12-29,0.350703785,POLITICS,0.036323176
2020-12-30,0.338519233,POLITICS,0.054885386
2020-12-31,0.118434146,POLITICS,0.10420744
2021-01-01,-0.633717982,ELECTION STEAL,0.015490457
2021-01-02,-0.990787804,ELECTION STEAL,-0.073488876
2021-01-03,-0.885205915,ELECTION STEAL,-0.121976168
2021-01-04,-0.781886997,ELECTION STEAL,-0.219646715
2021-01-05,-0.714582681,ELECTION STEAL,-0.282966872
2021-01-06,-0.548748674,ELECTION STEAL,-0.366874391
2021-01-07,-0.901588051,ELECTION STEAL,-0.464886094
2021-01-08,-0.581475123,ELECTION STEAL,-0.558103985
2021-01-09,-0.604145751,ELECTION STEAL,-0.652370483
2021-01-10,-0.62621489,ELECTION STEAL,-0.726835387
2021-01-11,-0.827626014,ELECTION STEAL,-0.74622619
2021-01-12,-0.836569657,ELECTION STEAL,-0.730804375
2021-01-13,-0.540496345,ELECTION STEAL,-0.696333418
2021-01-14,-0.532403986,ELECTION STEAL,-0.671385117
2021-01-15,-0.678582162,ELECTION STEAL,-0.667785065
2021-01-16,-0.149956936,SCIENCE AND TECHNOLOGY,-0.627905892
2021-01-17,0.087945633,SCIENCE AND TECHNOLOGY,-0.528952523
2021-01-18,0.169037664,SCIENCE AND TECHNOLOGY,-0.453901244
2021-01-19,-0.159535883,SCIENCE AND TECHNOLOGY,-0.409440258
2021-01-20,0.549327615,SCIENCE AND TECHNOLOGY,-0.291886007
2021-01-21,-0.271135423,SCIENCE AND TECHNOLOGY,-0.236236948
2021-01-22,0.533199488,SCIENCE AND TECHNOLOGY,-0.099260033
2021-01-23,0.140217357,SCIENCE AND TECHNOLOGY,-0.031188663
2021-01-24,0.667991866,SCIENCE AND TECHNOLOGY,0.088850922
2021-01-25,-0.039612436,SCIENCE AND TECHNOLOGY,0.152747895
2021-01-26,0.250244222,SCIENCE AND TECHNOLOGY,0.19276801
2021-01-27,0.400960244,SCIENCE AND TECHNOLOGY,0.224069472
2021-01-28,0.1025911,SCIENCE AND TECHNOLOGY,0.217424815
2021-01-29,-0.207828446,SCIENCE AND TECHNOLOGY,0.212595559
2021-01-30,0.008850273,SCIENCE AND TECHNOLOGY,0.158547825
2021-01-31,-0.153882454,SCIENCE AND TECHNOLOGY,0.170273122
2021-02-01,-0.123962188,SCIENCE AND TECHNOLOGY,0.104556954
2021-02-02,-0.107530607,SCIENCE AND TECHNOLOGY,0.079782157
2021-02-03,-0.127591436,SCIENCE AND TECHNOLOGY,0.000223827
2021-02-04,0.401443921,SCIENCE AND TECHNOLOGY,0.044329463
2021-02-05,-0.098395415,SCIENCE AND TECHNOLOGY,0.009465499
2021-02-06,-0.013273745,SCIENCE AND TECHNOLOGY,-0.0319579
2021-02-07,0.537542517,SCIENCE AND TECHNOLOGY,0.011537242
2021-02-08,-0.290408678,SCIENCE AND TECHNOLOGY,0.003279219
2021-02-09,0.049454065,SCIENCE AND TECHNOLOGY,0.007339598
2021-02-10,-0.059070676,SCIENCE AND TECHNOLOGY,0.016820776
2021-02-11,0.554020108,SCIENCE AND TECHNOLOGY,0.084619005
2021-02-12,-0.188698328,SCIENCE AND TECHNOLOGY,0.076502233
2021-02-13,-0.038864225,SCIENCE AND TECHNOLOGY,0.085374954
2021-02-14,0.524826197,SCIENCE AND TECHNOLOGY,0.097713182
2021-02-15,0.623274732,SCIENCE AND TECHNOLOGY,0.169880197
2021-02-16,0.443541838,SCIENCE AND TECHNOLOGY,0.215561755
2021-02-17,-0.243117197,SCIENCE AND TECHNOLOGY,0.137495784
2021-02-18,0.30610285,SCIENCE AND TECHNOLOGY,0.197146936
2021-02-19,-0.031589151,SCIENCE AND TECHNOLOGY,0.189042615
2021-02-20,-0.232028152,SCIENCE AND TECHNOLOGY,0.171746867
2021-02-21,0.541403153,SCIENCE AND TECHNOLOGY,0.170485172
2021-02-22,0.032729252,SCIENCE AND TECHNOLOGY,0.19262793
2021-02-23,-0.096022212,SCIENCE AND TECHNOLOGY,0.186912131
2021-02-24,-0.012636478,SCIENCE AND TECHNOLOGY,0.133165863
2021-02-25,0.250679194,SCIENCE AND TECHNOLOGY,0.09590631
2021-02-26,0.241557513,SCIENCE AND TECHNOLOGY,0.075707877
2021-02-27,0.001641675,SCIENCE AND TECHNOLOGY,0.100183764
2021-02-28,0.126074665,SCIENCE AND TECHNOLOGY,0.082180946
2021-03-01,0.001257518,SCIENCE AND TECHNOLOGY,0.085465613
2021-03-02,-0.109889387,SCIENCE AND TECHNOLOGY,0.097679489
2021-03-03,0.562894717,SCIENCE AND TECHNOLOGY,0.099828646
2021-03-04,-0.005289305,SCIENCE AND TECHNOLOGY,0.09602679
2021-03-05,0.206572335,SCIENCE AND TECHNOLOGY,0.126286245
2021-03-06,0.493761278,SCIENCE AND TECHNOLOGY,0.17692602
2021-03-07,0.492026962,LEAGUE OF LEGENDS,0.201060797
2021-03-08,0.544618718,LEAGUE OF LEGENDS,0.231366918
2021-03-09,0.43841994,LEAGUE OF LEGENDS,0.275044744
2021-03-10,0.253755677,LEAGUE OF LEGENDS,0.287812845
2021-03-11,0.072086888,LEAGUE OF LEGENDS,0.294895782
2021-03-12,0.569364184,LEAGUE OF LEGENDS,0.362821139
2021-03-13,0.036009325,LEAGUE OF LEGENDS,0.3101326
2021-03-14,0.678810018,LEAGUE OF LEGENDS,0.378542532
2021-03-15,0.254024868,LEAGUE OF LEGENDS,0.383287786
2021-03-16,0.459570619,LEAGUE OF LEGENDS,0.37986872
2021-03-17,0.038170458,LEAGUE OF LEGENDS,0.334483069
2021-03-18,-0.009229337,LEAGUE OF LEGENDS,0.279098264
2021-03-19,-0.0959596,LEAGUE OF LEGENDS,0.22566031
2021-03-20,0.717247277,LEAGUE OF LEGENDS,0.27200947
2021-03-21,0.532066585,LEAGUE OF LEGENDS,0.31800744
2021-03-22,0.234422976,LEAGUE OF LEGENDS,0.284513319
2021-03-23,0.48803315,LEAGUE OF LEGENDS,0.329715701
2021-03-24,0.74276976,LEAGUE OF LEGENDS,0.336111676
2021-03-25,-0.02155546,LEAGUE OF LEGENDS,0.308553643
2021-03-26,0.286551009,LEAGUE OF LEGENDS,0.291251682
2021-03-27,0.285671633,LEAGUE OF LEGENDS,0.316001799
2021-03-28,0.445020844,LEAGUE OF LEGENDS,0.361426817
2021-03-29,0.704746797,LEAGUE OF LEGENDS,0.441497457
2021-03-30,0.385627073,LEAGUE OF LEGENDS,0.408335437
2021-03-31,0.766032853,LEAGUE OF LEGENDS,0.431732064
2021-04-01,0.616750009,LEAGUE OF LEGENDS,0.469964767
2021-04-02,0.014799957,LEAGUE OF LEGENDS,0.422641447
2021-04-03,0.33721649,LEAGUE OF LEGENDS,0.38208612
2021-04-04,0.469735766,LEAGUE OF LEGENDS,0.431215243
2021-04-05,0.704317326,LEAGUE OF LEGENDS,0.472991875
2021-04-06,0.644835355,LEAGUE OF LEGENDS,0.508908247
2021-04-07,0.24946688,LEAGUE OF LEGENDS,0.489352851
2021-04-08,0.534744006,LEAGUE OF LEGENDS,0.472352571
2021-04-09,0.608460704,LEAGUE OF LEGENDS,0.494635935
2021-04-10,0.541545338,LEAGUE OF LEGENDS,0.472187183
2021-04-11,0.136014117,LEAGUE OF LEGENDS,0.424113594
2021-04-12,-0.033936504,LEAGUE OF LEGENDS,0.419239948
2021-04-13,0.687305697,LEAGUE OF LEGENDS,0.454248869
2021-04-14,0.649510225,LEAGUE OF LEGENDS,0.472226314
2021-04-15,-0.056373204,LEAGUE OF LEGENDS,0.396157261
2021-04-16,0.254573282,LEAGUE OF LEGENDS,0.357131054
2021-04-17,0.161915988,LEAGUE OF LEGENDS,0.348375965
2021-04-18,0.177704466,LEAGUE OF LEGENDS,0.312672011
2021-04-19,0.75500969,LEAGUE OF LEGENDS,0.327326909
2021-04-20,-0.049992062,LEAGUE OF LEGENDS,0.268173169
2021-04-21,0.795409985,LEAGUE OF LEGENDS,0.334112756
2021-04-22,0.739828667,LEAGUE OF LEGENDS,0.411489273
2021-04-23,0.657317106,LEAGUE OF LEGENDS,0.408490414
2021-04-24,0.293969455,LEAGUE OF LEGENDS,0.372936337
2021-04-25,0.221918865,LEAGUE OF LEGENDS,0.400765544
2021-04-26,-0.08916313,LEAGUE OF LEGENDS,0.366391903
2021-04-27,0.194379093,LEAGUE OF LEGENDS,0.369638213
2021-04-28,0.553770479,LEAGUE OF LEGENDS,0.407244815
2021-04-29,0.588358914,LEAGUE OF LEGENDS,0.390579737
2021-04-30,0.406374979,LEAGUE OF LEGENDS,0.436216441
2021-05-01,0.501744948,LEAGUE OF LEGENDS,0.406849938
2021-05-02,0.199243479,LEAGUE OF LEGENDS,0.352791419
2021-05-03,0.300743731,LEAGUE OF LEGENDS,0.317134081
2021-05-04,0.265028827,LEAGUE OF LEGENDS,0.314240018
2021-05-05,0.418386801,LEAGUE OF LEGENDS,0.333886812
2021-05-06,0.623909094,LEAGUE OF LEGENDS,0.405194034
2021-05-07,0.164711023,LEAGUE OF LEGENDS,0.402227228
2021-05-08,0.657390085,LEAGUE OF LEGENDS,0.412589188
2021-05-09,0.643093601,LEAGUE OF LEGENDS,0.418062657
2021-05-10,0.490475173,LEAGUE OF LEGENDS,0.426472676
2021-05-11,0.678547322,LEAGUE OF LEGENDS,0.444152914
2021-05-12,0.623817989,LEAGUE OF LEGENDS,0.486610365
2021-05-13,0.148430505,LEAGUE OF LEGENDS,0.471379042
2021-05-14,0.475695946,LEAGUE OF LEGENDS,0.492445754
2021-05-15,0.140645739,LEAGUE OF LEGENDS,0.464671648
2021-05-16,0.394658706,LEAGUE OF LEGENDS,0.441746609
2021-05-17,0.452359666,LEAGUE OF LEGENDS,0.470511473
2021-05-18,0.433015676,LEAGUE OF LEGENDS,0.448074032
2021-05-19,0.77971743,LEAGUE OF LEGENDS,0.461736415
2021-05-20,-0.016318411,LEAGUE OF LEGENDS,0.411057057
2021-05-21,0.280606435,LEAGUE OF LEGENDS,0.371262968
2021-05-22,0.149077872,LEAGUE OF LEGENDS,0.323788956
2021-05-23,0.518883109,LEAGUE OF LEGENDS,0.360834217
2021-05-24,0.27183755,LEAGUE OF LEGENDS,0.340448377
2021-05-25,0.014589336,LEAGUE OF LEGENDS,0.327842737
2021-05-26,0.080225649,MINECRAFT,0.296399431
2021-05-27,0.023771142,MINECRAFT,0.253540579
2021-05-28,-0.354237488,MINECRAFT,0.174815262
2021-05-29,0.248759562,MINECRAFT,0.121719476
2021-05-30,-0.189226601,MINECRAFT,0.104428657
2021-05-31,0.28754734,MINECRAFT,0.105122747
2021-06-01,-0.405819356,MINECRAFT,0.049633024
2021-06-02,-0.068328656,MINECRAFT,-0.009088152
2021-06-03,0.221768509,MINECRAFT,-0.014095056
2021-06-04,0.053627163,MINECRAFT,-0.010191274
2021-06-05,-0.32313242,MINECRAFT,-0.050527081
2021-06-06,-0.451750789,MINECRAFT,-0.098079274
2021-06-07,0.199066509,MINECRAFT,-0.042748874
2021-06-08,-0.149565873,MINECRAFT,-0.082581417
2021-06-09,0.188306327,MINECRAFT,-0.044828125
2021-06-10,-0.112484655,MINECRAFT,-0.084831324
2021-06-11,-0.289855238,MINECRAFT,-0.073234912
2021-06-12,-0.202057037,MINECRAFT,-0.08660775
2021-06-13,-0.392991976,MINECRAFT,-0.148083799
2021-06-14,0.032963763,MINECRAFT,-0.150150139
2021-06-15,-0.284927337,MINECRAFT,-0.14632963
2021-06-16,0.120313467,MINECRAFT,-0.089123205
2021-06-17,-0.221925354,MINECRAFT,-0.131222391
2021-06-18,-0.238166207,MINECRAFT,-0.140082425
2021-06-19,-0.176849719,MINECRAFT,-0.176598029
2021-06-20,0.196034841,MINECRAFT,-0.14574608
2021-06-21,-0.151026059,MINECRAFT,-0.131863162
2021-06-22,0.202422789,MINECRAFT,-0.091415179
2021-06-23,0.069758611,MINECRAFT,-0.04514012
2021-06-24,-0.005443805,MINECRAFT,-0.048980877
2021-06-25,0.044612095,MINECRAFT,-0.016026934
2021-06-26,-0.342787399,MINECRAFT,-0.062337021
2021-06-27,-0.46897394,MINECRAFT,-0.087041879
2021-06-28,0.062918622,MINECRAFT,-0.056933396
2021-06-29,-0.46614586,MINECRAFT,-0.085863011
2021-06-30,0.294854375,MINECRAFT,-0.075981057
2021-07-01,-0.435183582,MINECRAFT,-0.104396809
2021-07-02,0.188422262,MINECRAFT,-0.105796862
2021-07-03,0.138263192,MINECRAFT,-0.098946404
2021-07-04,-0.332741783,MINECRAFT,-0.131676202
2021-07-05,0.213491227,MINECRAFT,-0.114788289
2021-07-06,0.180415166,MINECRAFT,-0.062468032
2021-07-07,-0.176184513,MINECRAFT,-0.033189089
2021-07-08,-0.061558511,MINECRAFT,-0.045636803
2021-07-09,-0.499620556,MINECRAFT,-0.048984272
2021-07-10,-0.38743107,MINECRAFT,-0.117212817
2021-07-11,0.034353949,MINECRAFT,-0.070259064
2021-07-12,0.039375074,MINECRAFT,-0.085163782
2021-07-13,-0.37571103,MINECRAFT,-0.136561205
2021-07-14,0.196391489,MINECRAFT,-0.083647877
2021-07-15,0.103495902,FORTNITE,-0.09464741
2021-07-16,0.215706099,FORTNITE,-0.091118317
2021-07-17,0.571671027,FORTNITE,-0.016332763
2021-07-18,0.30987782,FORTNITE,0.02081087
2021-07-19,-0.100990197,FORTNITE,0.060673906
2021-07-20,0.195171513,FORTNITE,0.118934165
2021-07-21,0.169872949,FORTNITE,0.132486065
2021-07-22,-0.106137328,FORTNITE,0.117934825
2021-07-23,-0.198986358,FORTNITE,0.135607292
2021-07-24,0.074431501,FORTNITE,0.123411293
2021-07-25,0.124337179,FORTNITE,0.125495421
2021-07-26,-0.13184817,FORTNITE,0.090739994
2021-07-27,-0.028644975,FORTNITE,0.030708394
2021-07-28,-0.173386358,FORTNITE,-0.017618024
2021-07-29,0.340920325,FORTNITE,0.026573028
2021-07-30,0.509429918,FORTNITE,0.057998868
2021-07-31,0.242215085,FORTNITE,0.065233082
2021-08-01,0.543353827,FORTNITE,0.130182197
2021-08-02,0.034699839,FORTNITE,0.153550817
2021-08-03,0.039918675,FORTNITE,0.150099535
2021-08-04,0.221823223,FORTNITE,0.159848139
2021-08-05,0.44739871,FORTNITE,0.217772827
2021-08-06,0.025667551,FORTNITE,0.22320408
2021-08-07,0.396771164,FORTNITE,0.280219832
2021-08-08,0.344209181,FORTNITE,0.280548717
2021-08-09,0.357892431,FORTNITE,0.265394969
2021-08-10,-0.035001783,FORTNITE,0.237673282
2021-08-11,-0.159577596,FORTNITE,0.16738014
2021-08-12,0.220826119,FORTNITE,0.185992767
2021-08-13,-0.155220871,FORTNITE,0.166478813
2021-08-14,-0.069002764,FORTNITE,0.137396214
2021-08-15,0.160113129,FORTNITE,0.108667656
2021-08-16,-0.150232607,FORTNITE,0.09107764
2021-08-17,0.457370337,FORTNITE,0.097137558
2021-08-18,0.360422719,FORTNITE,0.098758911
2021-08-19,0.373477535,FORTNITE,0.100317422
2021-08-20,-0.168265988,FORTNITE,0.086991001
2021-08-21,0.155033006,FORTNITE,0.118452061
2021-08-22,0.498020378,FORTNITE,0.146171487
2021-08-23,0.25163961,FORTNITE,0.186857535
2021-08-24,-0.018868879,FORTNITE,0.191870924
2021-08-25,0.338368977,FORTNITE,0.209696509
2021-08-26,0.272065753,FORTNITE,0.251926345
2021-08-27,0.045449188,FORTNITE,0.21073423
2021-08-28,0.531662667,FORTNITE,0.227858225
